sn	name
20023002	Take on the Strong Enemy
20023003	Take on the Strong Enemy
20023004	Take on the Strong Enemy
20023005	Take on the Strong Enemy
20023006	Take on the Strong Enemy
20023007	Take on the Strong Enemy
20023008	Take on the Strong Enemy
20031001	Take on the Strong Enemy
20031002	Take on the Strong Enemy
20031003	Take on the Strong Enemy
20031004	Take on the Strong Enemy
20031005	Take on the Strong Enemy
20031011	Take on the Strong Enemy
20031012	Take on the Strong Enemy
20031013	Take on the Strong Enemy
20031014	Take on the Strong Enemy
20031015	Take on the Strong Enemy
20031016	Take on the Strong Enemy
20031017	Take on the Strong Enemy
20031018	Take on the Strong Enemy
20031025	Take on the Strong Enemy
20031026	Take on the Strong Enemy
20031027	Take on the Strong Enemy
20031028	Take on the Strong Enemy
20031029	Take on the Strong Enemy
20031030	Take on the Strong Enemy
20031031	Take on the Strong Enemy
20031032	Take on the Strong Enemy
20031033	Take on the Strong Enemy
20031034	Take on the Strong Enemy
20032001	Take on the Strong Enemy
20032002	Take on the Strong Enemy
20032003	Take on the Strong Enemy
20032004	Take on the Strong Enemy
20032005	Take on the Strong Enemy
20032006	Take on the Strong Enemy
20032007	Take on the Strong Enemy
20032008	Take on the Strong Enemy
20032009	Take on the Strong Enemy
20032010	Take on the Strong Enemy
20032011	Take on the Strong Enemy
20032012	Take on the Strong Enemy
20032013	Take on the Strong Enemy
20032014	Take on the Strong Enemy
20032015	Take on the Strong Enemy
20032016	Take on the Strong Enemy
20032017	Take on the Strong Enemy
20032018	Take on the Strong Enemy
20032019	Take on the Strong Enemy
20032020	Take on the Strong Enemy
20032021	Take on the Strong Enemy
20032022	Take on the Strong Enemy
20032023	Take on the Strong Enemy
20032024	Take on the Strong Enemy
20032025	Take on the Strong Enemy
20032026	Take on the Strong Enemy
20032027	Take on the Strong Enemy
20032028	Take on the Strong Enemy
20032029	Take on the Strong Enemy
20032030	Take on the Strong Enemy
20032031	Take on the Strong Enemy
20032032	Take on the Strong Enemy
20032033	Take on the Strong Enemy
20032034	Take on the Strong Enemy
20032035	Take on the Strong Enemy
20032036	Take on the Strong Enemy
20032037	Take on the Strong Enemy
20035001	Take on the Strong Enemy
20035002	Take on the Strong Enemy
20035003	Take on the Strong Enemy
20035004	Take on the Strong Enemy
20035005	Take on the Strong Enemy
20035006	Take on the Strong Enemy
20035007	Take on the Strong Enemy
20035008	Take on the Strong Enemy
20035012	Teleport to control room 1F
20035013	Move to bottom-right of Central Plaza
20035014	Move to upper-right of Central Plaza
20035015	Move to upper-left of Central Plaza
20041001	Take on the Strong Enemy
20041121	Take on the Strong Enemy
5519006	Return to Area 4
5519007	Go to Path of Chemdah
5519008	Take on the Strong Enemy
9981	Open the front classroom door to the hallway
9985	Jump past meeting Riko in Chapter 1
9986	Jump past discovering the Safe Room in Chapter 1
9987	Jump to the Safe Room mission in Chapter 2
9988	Jump past talking with Motoha
20034001	Take on the Strong Enemy
20034002	Take on the Strong Enemy
9973	Ashiya Synergy Episode 6-1
9974	Ashiya Synergy Episode 6-2
9975	Ashiya Synergy Episode 7-1
9976	Ashiya Synergy Episode 3-1
9977	Ashiya Synergy Episode 3-2
20034003	Take on the Strong Enemy
20034004	Take on the Strong Enemy
20034005	Take on the Strong Enemy
20034006	Take on the Strong Enemy
20034007	Take on the Strong Enemy
20034008	Take on the Strong Enemy
9989	Follow Lufel in the Beginner's Dungeon
20035009	Take on the Strong Enemy
20035010	Take on the Strong Enemy
20035011	Take on the Strong Enemy
9991	Follow Motoha
9992	Follow Motoha
9993	Mission submission complete
9994	Open the phone menu
9995	Text shown when the Sea of Souls is unlocked
9996	Prologue Casino Upper Right
20033001	Take on the Strong Enemy
20033002	Take on the Strong Enemy
20033003	Take on the Strong Enemy
20033004	Take on the Strong Enemy
20033005	Take on the Strong Enemy
20033006	Take on the Strong Enemy
20033007	Take on the Strong Enemy
20033008	Take on the Strong Enemy
9997	Prologue Casino Upper Right
9998	Show TL Atmosphere NPCs
9999	Hide TL Atmosphere NPCs
9999998	AAAAAA==
2102111	See you.
2102112	See you.
2102113	Wait a moment.
2102304	Never mind
3006001	Turn on bedroom mirror reflection
3006002	Turn off bedroom mirror reflection
202303	Call IM materials in TL for PV3
41000000	Take a screenshot before clearing the stage
41000001	Stage Clear Play - Achieve the goal during the mechanism animation
41093002	Take on the Strong Enemy
41093005	Take on the Strong Enemy
41112005	Take on the Strong Enemy
3014001	Turn off UI TAA anti-aliasing
3014002	Turn on UI TAA anti-aliasing
3015001	Add smartphone to the protagonist's model
3015002	Remove smartphone from the protagonist's model
2006001	Fade to black	 connecting to the gacha mission
3016001	Miyazawa Boss Battle Story - Fade In
3016002	Miyazawa Boss Battle Story - Fade Out
9968	Thieves Den Mission Tracking
3017001	Automatic Interaction: Palace Mechanism - Execute
3017002	Automatic Interaction: Palace Mechanism - Abort
9969	Quick Unlock Kotone's board
2102301	Leave
2102302	Never mind
2102303	Cancel
2102305	Never mind
2102306	Cancel
2102307	Cancel
2102308	Cancel
2102309	Cancel
2102310	Cancel
2102311	Cancel
2102312	Cancel
2102313	Cancel
3021001	Start UI story mode
3021002	End UI story mode
5502001	Wait a moment.
99999900	Trade with Wingbeat Coins
2102114	Never mind.
2102314	Never mind.
2102315	AAAAAA==
