sn	textContent
1086101	Chinese Voice
1086102	Japanese Voice
1086103	English Voice
1086104	Korean Voice
1086201	Voice Data
1086202	Current
1086203	<color=#FF423F>Downloading...</color>
1086205	Please enter your name.
1086206	Please enter your surname.
1086207	Use the keyboard to enter a name.
1086208	To play Persona5: The Phantom X	
you must first agree to the Terms of Service and Privacy Policy.
See below for details.
1086209	Terms of Service
1086210	Privacy Policy
1086211	Agree and play now
1086212	Disagree
1086213	Age verification required
1086214	Age verification is required to purchase paid items.

The monthly limit is 5	000 yen for those under 13	
and 20	000 yen for those under 20.
Minors should obtain parental consent.

This registration is only required once and will not be needed in the future.
Also	 the registration information will not be used for purposes other than age verification.
1086215	Date of Birth
1086216	Please enter your date of birth.
1086217	--YY
1086218	--MM
1086219	Cancel
1086220	Confirm
1086221	Verification complete.
1086222	Thank you.
Age verification complete. Enjoy the game!
1086223	OK
1086224	Age verification error.
1086225	You cannot use this service as your monthly usage limit for your age has been reached.
The monthly limit is 5	000 yen for those under 13 years old	 and 20	000 yen for those under 20 years old.
1086226	Nagisa
1086227	Kamisiro
1087001	I'm feeling luckier after the fortune-telling.
1087002	I think I've gotten the hang of working at the convenience store.
1087003	I think I've gotten the hang of working at the flower shop.
1087004	I think I've gotten the hang of working at the beef bowl restaurant.
1087005	I think I've gotten the hang of working at the crêpe shop.
1087006	I think I've gotten the hang of working at the drugstore.
1087007	I think I've gotten the hang of working at Heritage Kitchen.
1087008	I feel like I've understood the true charms of bathing at the bathhouse.
1087009	I feel like I've understood the true charms of watching movies at the theater.
1087010	I think I've gotten the hang of training at the gym.
1087011	I think I've gotten the hang of observing others.
1087012	I think I've gotten the hang of serving customers.
1087013	I think I've gotten the hang of working at the bookstore.
1087502	I feel like I haven't quite gotten the hang
of working at the convenience store.
1087503	I feel like I haven't quite gotten the hang
of working at the flower shop.
1087504	I feel like I haven't quite gotten the hang
of working at the beef bowl restaurant.
1087505	I feel like I haven't quite gotten the hang
of working at the crêpe shop.
1087506	I feel like I haven't quite gotten the hang
of working at the drugstore.
1087507	I feel like I haven't quite gotten the hang
of working at Heritage Kitchen.
1087508	I feel like I haven't truly understood the charms
of bathing at the bathhouse.
1087509	I feel like I haven't truly understood the charms
of watching movies at the theater.
1087510	I feel like I haven't truly understood the charms
of training at the gym.
1087511	I feel like I haven't quite gotten the hang
of working at the bookstore.
1088001	Guaranteed: <color=#0F69CA>%s/%s</color>
1088002	Guaranteed: <color=#0F69CA>%s/%s</color>
1088003	Guaranteed within <color=#0F69CA>%s</color> spins
1088004	Guaranteed this attempt
1089001	{0} Obtained: {1}
1090004	Moving to next game after %s seconds
1090014	Obtain from Today's Challenges
1090015	(Limit Reached)
1090016	1 Game Mode
1090017	3 Game Mode
1090018	Ready
1090019	Ranking Info
1090020	Friend Requests
1090021	Report
1090022	Customizable Card Face
1090023	All
1090024	Hearts
1090025	Diamonds
1090026	Spades
1090027	Clubs
1090028	Special
1090029	Season Countdown: 
1090030	A new season has begun. Your new rank is %s.
1090032	#
1090033	Game
1090034	Total Completions
1090035	Emote
1090036	Block
1090100	Card strength sorted in reverse order (3 is largest)
1090001	You don't have any cards that are stronger than the previous player's cards.
1090002	Trade %s's %s and <color=#FF423F>any %s card</color>
1090003	Trade %s's %s and <color=#FF423F>the strongest %s card</color>
2001001	No missions available.
2001002	Get
2001003	Not cleared
2001004	Held: 
2001005	Rank: 
2001006	How to Get
1090005	Since you cannot lose stars in the current rank	 stars will not decrease this match.
1090006	Since you be demoted from the current rank	 stars will not decrease this match.
1090007	Obtained %s rank from this match. %s stars.
1090008	Matching complete! Please wait for all players (%s/4) to join the match...
1090009	Waiting for players to be ready. Game will begin in <color=#FF423F>%s</color> seconds...
1090010	Challenge Countdown: %s
1090011	Rank rewards will be sent to your inbox at the end of the season.
1090012	Displaying season rankings for top 1000 players from Rank Battle mode.
1090013	After reaching a rank for the first time	 you can receive the corresponding rank reward (this reward does not reset each season and can only be claimed once).
2001007	Set Effect
2001008	Forge Level: 
2001009	Synergy Ability
2001010	Unknown Weapon
2001011	Unlock
2001012	Unlocks at level     
2001013	BONUS UP
2001014	Tap screen to return.
2001015	Pin
2001016	Unpin
2001017	Delete
2001018	Enter a skill name to search.
2001019	Select content to input.
2001020	7 days ago
2001021	Message expired.
2001022	This message is no longer available.
2001023	No messages.
2001024	60 characters max
2001025	Tap to enter text.
1090031	Season calculation currently in progress.
2001026	Confirm
2001027	Please enter channel number (1-999).
2001028	Please enter your profile message.
2001029	Characters: 15/20
2001030	Change Name
2001031	Please enter your name.
2001032	Free this time only
2001033	Change Message
2001034	Characters: 0/20
2001035	Please type here.
2001036	Close Hint
2001037	How to Obtain
2001038	Change Badge
2001039	Change Profile Design
2001040	Lv.
2001041	Companio
2001042	Main Story Progress
2001043	Trials from the Sea of Souls
2001044	Add Friend
2001045	Private Chat
2001046	Set Assist Phantom Thief
2001047	Unfriend
2001048	Block
2001049	Unblock
2001050	Change Name
2001051	Copy ID
2001052	Change Avatar
2001053	Change Frame
2001054	Trade Rewards
2001055	Exchange Code
2001056	Enter an exchange code.
2001057	No friend requests.
2001058	Friends: 
2001059	Online
2001060	Search
2001061	Find Friends with Player ID
2001062	Friend List Memo
2001063	Please enter a memo.
2001064	Extra Stylish Enemy Rewards
2001065	Chinese Stir-Fry
2001066	Crying
2001067	Have: 
2001068	Can't raise Synergy Rank.
2001069	New
2001070	Synergy Details
2001071	How to Unlock
2001072	Chinese
2001073	Japanese
2001074	Details
2001075	Track
2001076	Invitation from Ann Takamaki
2001077	3 Times Left
2001078	Airsoft Shop
2001079	Cost: 
2001080	Obtainable Rewards: 
2001081	Shopping
2001082	All
2001083	Work
2001084	Entertainment
2001085	Cooperation
2001086	Boosted Rewards Left Today: 
2001087	Tap screen to return.
2001088	Rewards
2001089	Cost: 
2001090	No Story Log.
2001091	Chapter 1
2001092	Contract Records
2001093	Reward Type
2001094	Reward Name
2001095	Contract Type
2001096	Contract Time
2001097	Only information from the past 30 days can be viewed.
2001098	Phantom Idol Contract
2001099	Most Wanted 4★ Weapons
2001100	Most Wanted 4★ Phantom Thieves
2001101	Most Wanted 5★ Weapons
2001102	Arms Deals
2001103	Most Wanted 5★ Phantom Thieves
2001104	Tips
2001105	Please check the lineup.
2001106	Please select a <color=#FCEA92>5</color>★ weapon.
2001107	Only <color=#FCEA92>selected weapons</color> will be shown in the 5★ weapon lineup.
2001108	Selected Most Wanted 5★ Weapons
2001109	Press and hold an icon to view details. 
2001110	Flames of Desire
2001111	Assigning Phantom Thieves with the same Attribute activates a Harmony Effect.
2001112	/Stamina
2001113	Held: 
2001114	Tap screen to close.
2001115	HP
2001116	Attack
2001117	Critical Damage
2001118	Set Filter
2001119	Attribute Filter
2001120	Recommended Revelations 
2001121	Holy Grail
2001122	Equip the same type of Revelation Cards to activate Set Effects.
2001123	Mark: 
2001124	Equip the same type of Revelation Cards to activate Set Effects.
2001125	Max Level Reached
2001126	Enhancement Level can't exceed Player Level.
2001127	Not Obtained
2001128	Rarity
2001129	Revelations
2001130	Not Equipped
2001131	Main Attribute
2001132	No set options available
2001133	Set Details
2001134	Filter Materials
2001135	Used Items: 
2001136	Quantity: 
2001137	Left: 
2001138	Immediately obtain the following items: 
2001139	Immediately add and obtain the following permissions: 
2001140	Purchase Tier: 
2001141	Season Ends in: 
2001142	Level Up
2001143	Weekly Cap: 
2001144	Pass EXP:
2001145	2 d 5 h left
2001146	Remaining Today: 
2001147	Can be obtained after completing a Daily Pass.
2001148	Daily Limited
2001149	Weekly Limited
2001150	Monthly Limited
2001151	Purchase Limited
2001152	Phantom Pass Level Up!
2001153	EXP Gained
2001154	Displayed
2001155	Crafting
2001156	Obtain
2001157	Change Preset Name
2001158	Please enter a new preset name.
2001159	Current outfit has been registered.
2001160	Presets
2001161	Bag
2001162	Personal Best
2001163	Maximum Size
2001164	Bait Conditions
2001165	Locked
2001166	Go fishing to fill your Catch Log!
2001167	Fishing Level
2001168	Fishing Time: 
2001169	 Pieces
2001170	No fish caught yet.
2001171	Have
2001172	Catch Log
2001173	You
2001174	Only fishing pond Guardians will be recorded
2001175	No bait held...
2001176	Goalkeeper
2001177	Max club level reached!
2001178	Content Unlocked through Level Up
2001179	Level Up Rewards
2001180	Rewards Obtained: 
2001181	Select Party Playstyle
2001182	Companio
2001183	Assists Left: 
2001184	Capsule Exchange
2001185	Player
2001186	Trade
2001187	Capsule Exchange
2001188	Controls
2001189	Trade
2001190	Attack
2001191	Trades Left Today: 
2001192	My Requests
2001193	Fulfilled
2001194	Trade Requests Left: 
2001195	Requesting (Cancelable after 3 hours)
2001196	Not owned
2001197	Target Capsule
2001198	Trade Item
2001199	Capsule Log
2001200	Capsule Type
2001201	Acquisition Time
2001202	Displays the last 200 capsule records.
2001203	Tap the capsule machine to obtain a capsule.
2001204	Rewards
2001205	Reward obtainable upon 100% completion.
2001206	Collection Details
2001207	Obtained: 
2001208	Progress: 
2001209	Not Obtained
2001210	How to Get: 
2001211	Ren Amamiya
2001212	How to Get
2001213	Melee Attack
2001214	Select Item
2001215	No event items obtained.
2001216	Required
2001217	NoRMaL
2001218	HaRD
2001219	HeLL
2001220	No items selected.
2001221	Change
2001222	Unlocked by clearing the required stage.
2001223	Event Ends in: 
2001224	Claim
2001225	No ranking information available.
2001226	About Brawl Bots
2001227	Reward Information: 
2001228	The king didn't reach the target space.
2001229	Follow the official X account 
2001230	AAAAAA==
2001231	Follow the official Instagram account 
2001232	Today's Boosted Bonus: 
2001233	Get
Tomorrow
2001234	Go
2001235	Claimed
2001236	No Returns
2001237	Contact
2001238	Please enter your name.
2001239	Under Improvement
2001240	Phone Number
2001241	Please enter your phone number.
2001242	Address
2001243	Please enter your address (including house/apt number).
2001244	Please click the link and enter your shipping information: 
2001245	You've received a reward!
A customer service representative will contact you shortly	 so please wait until then.
2001246	By tapping [Yes]	 you agree to the above information for this event.
2001247	Tap the ticket to open your first prize. You can win the following prizes.
2001248	Selected Set
2001249	Loading...
2001250	Please enter your Phantom Thief name.
2001251	Be aware of scammers and risks from playing pirated versions of the game. Don't push yourself too hard and play the game at your own pace. 
2001252	This game is intended for mature audiences.
2001253	Password: 
2001254	Account: 
2001255	Server
2001256	Please be wary of scams and refrain from playing modified versions of the game.
2001257	Reminder to Play Responsibly
2001258	This game is intended for players age 16 and up.
2001259	Copyright: Perfect World Investment & Holding Group. Publisher: Perfect World Investment & Holding Group.
License Number: National New Examination [2022] #1630. Publication Number: ISBN978-7-498-08007-3 Version: 1.0.20883.658007
Please be wary of scams and refrain from playing modified versions of the game.
2001260	Starting download...
2001261	Area A
2001262	Area D
2001263	Delete All Claimed
2001264	Claim All
2001265	No mail available.
2001266	Preorder Bonus
2001267	Max stamina reached.
2001268	1 2
2001269	Mementos
2001270	Tap to continue the mission.
2001271	Welcome to Monthly Market Online. What would you like to buy?
2001272	Monthly Set
2001273	Basic Set
2001274	Your Pick Set
2001275	Weekly Set
2001276	Regular Set
2001277	Get a boost to gems earned from the first charge each rank.
2001278	Recommended
2001279	Gift Set
2001280	Charge
2001281	Be careful not to play the game for too long.
2001282	Purchase Limited
2001283	Marthym's Rewards Card
2001284	Get Now
2001285	Gold Parts
2001286	Exchanged: 
2001287	Quantity Obtained: 
2001288	You have reached today's data limit.
2001289	About Overplaying the Game
2001290	AAAAAA==
2001291	End Game
2001292	Notifications
2001293	Proof of Exchange for S Prize
2001294	Level Up
2001295	How to Increase the Protagonist's Level
2001296	You can also obtain Wonder EXP Credits by raising your Palace Exploration Progress or Fare Machine Ticket Level.
2001297	Phantom Pass Missions
2001298	Metaverse Challenges
2001299	Side Missions
2001300	Accuracy
2001301	Make 5 goals.
2001302	Unlock Music at Level 90
2001303	Duration: 1:30
2001304	Song Details
2001305	Rating > 100	000
2001306	What do you desire?
2001307	Merope
2001308	No Personas available.
2001309	Sort
2001310	No Skills Equipped
2001311	You can raise a Persona's skill level by allocating schema points.
2001312	No adjustable skills available.
2001313	Filter Materials
2001314	Unlock Skills
2001315	Overclock
2001316	Rank 
2001317	Max Level Reached
2001318	No enhancement materials available.
2001319	Skill
Filter
2001320	You can press the Filter Skills icon to sort out certain skills. Press and hold to view details on skills.
2001321	/Type
2001322	/Attribute
2001323	Randomly obtain one of the following skills.
2001324	Select a seal.
2001325	About Skill Inheritance
2001326	Station
2001327	Claimable after Watching: 
2001328	Unlock Area
2001329	Have: 
2001330	Ticket Level
2001331	Ticket Level Rewards
2001332	Unlock Area
2001333	Level
2001334	Unlock Items
2001335	Locked
2001336	Unlocks at Palace Progress XXX
2001337	Palace Progress at 
2001338	Rewards: 
2001339	Palace Progress
2001340	Rewards
2001341	You can defeat Shadows to enhance abilities.
2001342	N/A
2001343	Score
2001344	Rank-Up Status: 
2001345	To Rank Up: 
2001346	Left: 
2001347	Total Score: 
2001348	Score: 
2001349	Buff Details
2001350	Return to previous term
2001351	Trial Ranking
2001352	Trial Score
2001353	Trial Star Level
2001354	Rewards will be distributed after season results are tallied. You can obtain them by playing at least once.
2001355	However	 you won't receive any rewards if you haven't played at least one time.
2001356	Stage Goal
2001357	Rec. Attributes: 
2001358	Ranking
2001359	Nickname
2001360	Leader
2001361	Rank: 
2001362	or
lower
2001363	Season Rank: 
2001364	Challenge Rank
2001365	Challenge Rewards
2001366	Stage 3
2001367	Stage 2
2001368	Stage 1
2001369	Control Tips
2001370	Would you like to continue from your saved progress?
2001371	Tap [Reset Challenge] to restart your progress.
2001372	Stage Rating
2001373	Left
2001374	Yellow flag     score will be calculated after clearing the level
2001375	Available
2001376	Party Formation
2001377	Current Progress
2001378	Area: 
2001379	Collection: 
2001380	Challenge Progress
2001381	Trial
2001382	Details
2001383	The Velvet Trials
2001384	Current Rank: 
2001385	Current Star Level: 
2001386	Palace Entrance
2001387	Can Get
2001388	Regular Shadow
2001389	Jin's Intro
2001390	Challenge Materials
2001391	(Not Enough Stamina)
2001392	Elimination Rewards
2001393	Permanent Dungeon
2001394	Boosted Bonuses Left Today: 
2001395	Max Ticket Level reached. No more rewards available.
2001396	Clear Rank Rewards
2001397	Exploration Progress: 
2001398	Tickets: 
2001399	Home Base Building
2001400	Area
2001401	You've already obtained these clear rank rewards.
2001402	EXP Gained
2001403	Score
2001404	You gained skill points.
2001405	Actions: 
2001406	Skill Level Up
2001407	Sorting and Filling
2001408	Hidden Ability
2001409	Fusible
2001410	Not Registered
2001411	Registerable
2001412	You already have this Persona	 so it will be converted into Awareness after fusion.
2001413	Method to obtain undiscovered.
2001414	Filter
2001415	Occupation
2001416	1★
2001417	2★
2001418	3★
2001419	4★
2001420	5★
2001421	VIP Service
2001422	File Management
2001423	Tunnel Expansion
2001424	Sort by Level
2001425	Sort by Rarity
2001426	Smartphone Mode Activating
2001427	Growing Time: 
2001428	Persona Lesson
2001429	Trials from the Sea of Souls: 
2001430	Scene Item Name
2001431	Add Slot
2001432	Obtain: 
2001433	Point Multiplier: +100%
2001434	Enemy Strength
2001435	Score Multiplier
2001436	Unlocked Function
2001437	Battle Effects
2001438	Charm Effects
2001439	Charm Set
2001440	Lost Items
2001441	[Lost Item Effects]
2001442	[Collection Rewards]
2001446	[Set Effects]
2001447	[Charm Effects]
2001448	2-Piece Set
2001449	4-Piece Set
2001450	Select a Lost Item.
2001451	Recommended Attributes
2001452	Foe Party
2001453	End
2001454	Sea of Souls Mementos
2001455	Buy
2001456	Buy
2001457	Enhance
2001458	Set Name
2001459	Gun Damage
2001460	Left: 3
2001461	Ends in 22 days
2001462	Watch Rewards: 
2001463	Cost: 
2001464	Cost: 
2001465	Reading Progress
2001466	Beginner: Lv 1
2001467	Beginner Performance Minigame Unlocked
2001468	Be<color=#ffff00ff>gin</color>ner
2001469	No plans available.
2001470	New Ability Unlocked
2001471	Cognition Shop
2001472	Insufficient Balance
2001473	Sold Out
2001474	Insufficient Shop Level
2001475	Requirements Not Met
2001476	Conditions have not been met.
2001477	What'll it be?
2001478	Total: 
2001479	What'll it be...?
2001480	Medicine Name
2001481	Date
2001482	Total
2001483	Craft
2001484	Quick Filter
2001485	Thief Role
2001486	Multiplier: 
2001487	Max Awakening Reached
2001488	Max Level Reached
2001489	Awareness
2001490	Awakening Effect
2001491	Current Effect
2001492	Max skill level reached.
2001493	Thief Filter
2001494	Hidden Ability Details
2001495	Overclock Details
2001496	Persona
Not Equipped
2001497	Crit Rate: 
2001498	Rounds: 
2001499	No downloadable content available.
2001502	Download Rewards
2001505	Data Storage: 323 MB
2001506	Voice Language
2001507	Chinese Voice
2001508	Japanese Voice
2001509	White or lower
2001510	*The voiceover language can be changed through the Settings menu.
2001511	*All in-game voices will be changed after you set the new language.
2001512	Resolution
2001513	Detail Level
2001514	Render Quality
2001515	Shader Quality
2001516	Shader Level
2001517	Frame Rate
2001518	Image Quality
2001519	Post-Processing
Effects
2001520	Effect Quality
2001521	Texture
Level
2001522	Highlights
2001523	Shadow Quality
2001524	Shadow Quality
Level
2001525	Lens Flare
2001526	Volumetric Lighting
2001527	Bloom
2001528	Depth of Field
2001529	Ambient
Occlusion
2001530	Anti-Aliasing
2001531	Dynamic Resolution
2001532	Members
Following
2001533	Master Volume
2001534	BGM Volume
2001535	SFX Volume
2001536	Voice
2001537	Environment
2001538	Autoplay Voiceovers
2001539	Voice Language
2001540	Enable Push Notifications
2001541	Block Party Requests
2001542	Control Settings
2001543	Gamepad
Camera Sensitivity
2001544	Mouse
Camera Sensitivity
2001545	Mouse
Zoom Sensitivity
2001546	Vibration
2001547	Setting
2001548	Block Friend Requests
2001549	Push Notifications
2001550	Display Recent Messages
2001551	Render
Scale
2001552	Fullscreen Mode
2001553	Terrain Blending
2001554	Volumetric
Fog
2001555	Sunlight
2001556	VSync
2001557	Item/Talk Actions
2001558	City Life
2001559	Not Set
2001560	Press the key you wish to assign. (Cancel with the ESC key.)
2001561	High HP
2001562	No actions available.
2001563	No emotes available.
2001564	Focus
2001565	Aperture
2001566	Background Blur
2001567	Hide Self
2001568	Hide
Other Players
2001569	Hide
NPCs
2001570	Hide
Personal Info
2001571	Face Camera
2001572	NPC Actions
2001573	Fusion Actions
2001574	Player Name (7 Chars.)
2001575	Unlocked: 
2001576	Get Schema Points
2001577	The prerequisite skills haven't been unlocked.
2001578	Total cost must exceed 4000.
2001579	Level Up Materials
2001580	Insufficient Skill Points
2001581	Main
2001582	Side
2001583	Nothing here yet.
2001584	Don't remove for sorting.
2001585	Chapter 2
2001586	Museum of Vanity
2001587	Locked
2001588	To Crafting
2001589	N/A
2001590	Cost: 
2001591	Material
2001592	Tyrant Set
2001593	Awakening of Desire
2001594	Pts: 
2001595	Not Attempted
2001596	Number of People: 
2001597	Popular Last Week: 
2001598	Minimum Lv.
2001599	Sent
2001600	Allow Autojoin
2001601	Server 1
2001602	Unlocks after Conditions Are Met
2001603	Locked
2001604	VA: Tomokazu Sugita
2001605	VA: Tomokazu Sugita
2001606	Maruha
2001607	You have reached today's limit for Wandering Shadow rewards.
2001608	5 Turns
2001609	Trait Active
2001610	Weakened Turns Left: 
2001611	Dancing Flames
2001612	Total Score: 
2001613	Jack Frost
2001614	Diego
2001615	Weakness Name (7 chars.)
2001616	15 Floors
2001617	150 Turns
2001618	Skills
2001619	Set
2001620	Info
2001621	Base Stats
2001622	Stats
2001623	Skill Effects
2001624	Weapon Effects
2001625	Revelation Effects
2001626	Search
2001627	<size=54>Select</size> a <size=71>tutorial</size> to <size=54>view</size>.
2001628	Quit
2001629	GM Interface
2001630	Search
2001631	Enter Content
2001632	Enter
2001633	Dash
2001634	Activate Account
2001635	Enter the<color=#FF423F> serial code</color> to activate your game account. Then start the game.
2001636	Please enter the serial code.
2001637	Purchase
2001638	Price
2001639	Quantity
2001640	Persona5: The Phantom X Target Demographic
2001641	No energy drinks available.
2001642	Spent when an action is taken. Recover 5 points at 8 PM UTC daily.
2001643	This content is currently under development and may be subject to changes upon release.
2001644	Tap screen to close.
2001645	Enter a Companio name or ID
2001646	Refresh
2001647	Select Badges
2001648	Preview
2001649	Badge
2001650	Graphic
2001651	Pattern
2001652	Change Color
2001653	Create
2001654	Enter a name for the Companio.
2001655	Creation Materials
2001656	Companio Details
2001657	Leader Info
2001658	Description
2001659	Playstyle
2001660	Minimum Lv.
2001661	Autojoin Level
2001662	Player Boss Points
2001663	About Locking
2001664	You won't be able to change your Phantom Thieves and Personas once you begin this challenge. Are you sure you want to lock them in?
2001665	Total Player Points: 
2001666	Player High Score: 
2001667	Companio Rank: 
2001668	Current Companio Participation
2001669	Revelations Unusable
2001670	Lock Party
2001671	Unranked
2001672	Leader
2001673	Member
2001674	Total Points
2001675	Companio Ranking Rewards
2001676	Unranked Companio
2001677	Ranking Rewards
2001678	Rewards will be sent to your Inbox after this season's trial ends.
2001679	Reward Details
2001680	Activity Level +1 the first time a Companio member takes on a trial.
2001681	Damage Points
2001682	Weakened Damage Points
2001683	Difficulty Bonus
2001684	Companio Members
2001685	Members Online
2001686	Companio Contribution
2001687	Members
2001688	Log
2001689	Change Permissions
2001690	Kick
2001691	Request List
2001692	No Companio join requests available.
2001693	Join Settings
2001694	No message for new members available.
2001695	Characters: 30/50
2001696	Level 1 - 120
2001697	Join Level
2001698	Autojoin Level
2001699	Minimum Level
2001700	Change Companio Name
2001701	Change Announcement
2001702	No announcements available.
2001703	Change Permissions
2001704	Leader
2001705	Subleader
2001706	Support
2001707	Select 5★ Weapons
2001708	Only 
<color=#EADE10>selected weapons</color> will be shown in the 5★ weapon lineup.
2001709	Final Buster
2001710	Notices
2001711	Event Notice
2001712	Dear Phantom Thief: 
2001713	[Game Market Restriction]
2001714	Pet Companio
2001715	Collected: 
2001716	Shibuya Central Street
2001717	Hero Level (1★)
2001718	Subtitles
2001719	13 m
2001720	Metaverse
2001721	Total City Life Collection Progress
2001722	Beginner Bookmark
2001723	Claimed
2001724	Fortune-Telling Buff
2001725	Amount Up
2001726	Love Fortune
2001727	Multiple Parties
2001728	Buy Weapons at the Airsoft Shop
2001729	Weapon not held.
2001730	Forge Level
2001731	Overclock Level
2001732	Max Level Reached
2001733	Max Level Reached
2001734	Forge Effects
2001735	Max Forging Reached
2001736	Overclock
2001737	Forge
2001738	Weapon Level
2001739	Type Filter
2001740	The material is too high quality or the weapon is already enhanced. Do you want to enhance anyway? Your materials will be returned if this would exceed the max EXP level.
2001741	Materials Returned
2001742	You obtained the <color=#FF423F>exchange code</color> for this Phantom Thief event. Copy the code and use it on the website to trade for a gift!
2001743	Awareness Details
2001744	Introduction to Forging
2001745	Forge Materials
2001746	3★
2001747	4★
2001748	Advanced
2001749	Beginner
2001750	Intermediate
2001751	Weapon Filter
2001752	Quit Navigation
2001754	Graphics
2001755	Audio
2001759	Reject All
2001760	Accept All
2001761	Send
2001762	Member Ranking
2001770	Friends
2001782	Realm of Repression
2001783	Main Rewards: 
2001784	Enemy Intel: 
2001785	Stage Info: 
2001786	Check Rewards
2001787	Submit Train Tickets
2001788	Level Rewards
2001790	Lv.
2001791	Awards Earned
2001792	Specified Commercial Transactions Act and Payment Services Act
2001793	Support
2001794	Notices
2001797	Send Barrage of Text
2001798	Animation under Development
2001799	Area
2001800	Special Pass Only
2001801	Deluxe Pass Only
2001802	Exploration Progress: 
2001803	Open Missions
2001804	In Progress
2001805	Tomoko Noge
2001806	Brawl Bots
2001807	Metaverse Trial
2001808	Change Case
2001809	Change Background
2001810	HP
2001811	ATK
2001812	DEF
2001813	SPD
2001814	Choices
2001815	Skill Type
2001816	Skill Attribute
2001817	Claim
2001818	Fuse in the Velvet Room
2001852	Apply All
2001853	Get
Tomorrow
2001854	Settings
2001855	Mail
2001856	Tutorials
2001857	Purchased
2001858	Content Details
2001859	Contract Rate
2001860	Important Notes
2001861	Total: 
2001862	Accuracy: 
2001863	Phantom Thief Awareness
2001864	Fuse
2001865	Forget
2001866	Adjust
2001867	Change
2001868	Armory
2001869	Continue
2001870	Unequip All
2001871	Change All
2001872	Recommended Equipment
2001873	Set Effect
2001874	Reset
2001875	View Collections
2001876	Status
2001877	Adjust Camera
2001878	Restart Challenge
2001879	Quick Equip
2001880	Fullscreen Mode
2001881	Cover
2001882	Select
2001883	<color=#FF423F>Wonder's Attribute</color> changes based on his equipped Persona.
2001884	Trade
2001885	Times
2001886	High Score
2001887	Claim All
2001888	Main
2001889	Side
2001890	Guide
2001891	City Life
2001892	Protagonist
2001893	Bonus!
2001894	Shadow Intel: 
2001895	Main Rewards: 
2001896	All Acquired
2001897	Foe Party: 
2001898	Event
2001899	Infiltration Difficulty: 
2001900	Adjustment Index: 
2001901	Current Challenge: 
2001902	You can also obtain Wonder EXP Credits by raising your Palace Exploration Progress or Fare Machine Ticket Level.
2001903	Please select a <color=#FCEA92>5</color>★ weapon.
2001904	Only <color=#FCEA92>selected weapons</color> will be shown in the 5★ weapon lineup.
2001905	Strengthen Party
2001906	Selectable Charms
2001907	Difficulty Rewards
2001908	Community
2001909	Preview
2001910	Route Goals
2001911	Train Upgrades
2001912	Ops
2001913	Join Request
2001914	Leader Info
2001915	Playstyle
2001916	Minimum Lv.
2001917	Deny
2001918	Allow
2001919	Level: %s
2001920	Number of Logins Today: %s
2001921	Companio ID
2001922	Members Online
2001923	Companio Members
2001924	Companio Contribution
2001925	Weekly Contribution: %s
2001926	Appoint
2001927	Level
2001928	Level
2001929	Characters: %s/%s
2001930	You can set up to three tags.
2001931	If set to "Off	 anyone may apply.
2001932,%s Permission Changes: 
2001933,Time(s)
2001934,(%s s)
2001935,%s players online
2001936,Boss Battles
2001937,Your Companio
2001938,You
2001939,Undo Transformation
2001940,Shop
2001941,Purchase Complete
2001942,Immediately earn the following rewards
2001943,You can gain the following rewards after leveling up.
2001944,Immediately earn the following Special Pass-exclusive rewards.
2001945,Follow the official YouTube account 
2001946,Recieve a gift when you follow the offical Wechat by scanning the QR code!
2001947,Tip: Equipping items gained from Brawl Bots will grant you special effects
2001948,Start
2001949,Before Battle
2001950,Tomoko Noge
2001951,Delete Account
2001952,Cognition Crystals
2001953,Charge
2001954,Rules
2001955,Camera
2001956,Long press a Thief to check stats
2001957,Special Rewards
2001958,You see the article?
Apparently Kiuchi's
in a slump.
2001959,Hey, the girl in the news looks like Arai.
2001960,No way! Seriously?
2001961,Yeah, seems like he got hurt during the baseball clinic.
2001962,From the pitch Arai hit?
2001963,Yeah, now Kiuchi's
in a total slump
because of it.
2001964,Arai...
2001965,It's her fault.
2001966,Completely her fault.
2001967,No! Motoha didn't do anythi—!
2001968,Arai ruined his career...
2001969,Thanks to her, he'll never...
2001970,Morgana
2001972,Yaoling Li
2001973,Ann Takamaki
2001974,Ryuji Sakamoto
2001975,Makoto Niijima
2001976,Ren Amamiya
2001977,Overclock Material
2001978,Nightmare's Gateway
2001979,Exchange
2001980,No Chat History
2001981,Sell
2001982,Trade
2001983,Craft
2001984,Gamepad
Zoom Sensitivity
2001985,Unlocks when Wonder reaches Level 40
2001986,Buy
2001987,Floor
2001988,Exchange
2001989,Obtain the gift set to select from the rewards below.
2001990,Chamber of Recollections
2001991,Camera Mode
2001992,%s can now be unlocked. Do you want to do so now? Unlocking before %s may affect how you experience the story.
*This won't affect the story content.
2001993,The following items will be discarded: 
2001994,Discard
2001995,Once discarded, these items can't be recovered.
2001996,Realm of Repression
2001997,The Velvet Trials
2001998,Trials from the Sea of Souls
2001999,Nightmare's Gateway
2002000,Metro of Desire
2002001,Yusuke Kitagawa
2002002,Newcomer Contracts
2002003,You can select one of the 5★ Phantom Thieves below.
2002004,Objective Clear
2002005,All Missions
2002006,a novice 5★ Thief of your choice!
2002007,Novice 5★ Weapon of Your Choice
2002008,Capsule Collection
2002009,Collection
2002010,Collection Rewards
2002011,Purchase Item
2002012,Point Bonus: 
2002013,Drag the left mouse button to change the point of view.
2002014,Change the point of view with the mouse.
